Label,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk,Id
ArdhaChandrasana,172.49960436827016,187.48555872328518,94.15630391284407,106.50805907711975,179.45025914393437,187.02157264109516,180.21674140498368,177.52600100755575,283.0229121306972,287.34211397483523,137.3114645082431,322.8068137449493,ArdhaChandrasana_1.jpg
ArdhaChandrasana,178.72003634825163,196.70875822856414,117.20817651835785,72.17649440462463,169.4677837601171,182.0779415069481,165.55401168309984,68.38831404220038,173.16264840765328,326.7871683875077,31.961928341608978,224.16349478074582,ArdhaChandrasana_2.jpg
ArdhaChandrasana,175.66207380885425,183.51722117943868,77.65846328076586,111.88198605104478,177.9163924626816,190.89152486510318,176.24177089227413,187.51245859873242,289.5999035215051,293.2781862415827,135.47985293061322,329.1480136390725,ArdhaChandrasana_3.jpg
ArdhaChandrasana,164.4121872386372,197.50968542820553,71.33409656762798,112.2538390644768,182.9376087853103,189.31105655851064,172.92765300627426,170.5004921969057,288.74979607242494,306.0071299118511,119.72299337334601,323.7884367443894,ArdhaChandrasana_4.png
ArdhaChandrasana,162.91691305263723,187.25319461272534,79.83583036415489,107.95077066244106,177.37187454242377,190.00246316564932,175.2363583092738,167.04182096610307,284.3485262291347,292.98871680208066,123.16109454414459,323.8135398982976,ArdhaChandrasana_5.jpeg
ArdhaChandrasana,166.20536380878588,196.80869162620687,122.8113667980681,74.67209398122263,184.13918925572622,182.8291758376303,172.81946450227983,63.027156566356254,189.04221403509646,339.2531230976532,40.040551310491615,239.7361176948798,ArdhaChandrasana_v1.jpeg
ArdhaChandrasana,158.81600827422238,190.49456689959135,78.39217187658716,98.2870766997938,184.51398845800128,181.6252573445313,167.79391706661954,185.49232455712743,290.2615068003689,297.5375713112139,140.9351712309518,331.17444691178076,ArdhaChandrasana_v10.jpeg
ArdhaChandrasana,160.02875104819424,187.3452777511641,145.15486743571702,92.33298230196982,176.7801588674266,180.3965042551331,207.34987578006988,98.32009239991417,203.16293664176422,306.869897645844,85.31037492732794,244.55566692045676,ArdhaChandrasana_v11.jpeg
ArdhaChandrasana,166.9688425373277,188.7073702715204,103.32453126189074,89.58977469831648,194.70475871978473,183.98591869646253,171.2926297284796,59.018242909450834,180.35367315924648,288.6049654738023,26.965714432870133,228.20386530431065,ArdhaChandrasana_v12.jpeg
ArdhaChandrasana,172.23483398157467,187.1820757206478,79.94422393893613,117.63493844880898,178.88048103372412,180.09987633029502,184.28589385876646,168.5836490385587,288.85046290475196,315.0,123.99963051807465,321.38481194498087,ArdhaChandrasana_v13.jpeg
ArdhaChandrasana,174.65483973901945,180.57103537311477,123.64961393455192,84.36405930170655,167.0823672425627,183.61553107113198,179.75824709073189,66.07969036735032,196.87952877551317,319.0444855741811,32.50752442263891,247.2213061869934,ArdhaChandrasana_v14.jpeg
ArdhaChandrasana,172.51004731536756,191.24147876762646,110.6997033711454,78.39358489664288,186.23244240511198,182.64254529406472,164.73025756588837,63.067854223742565,184.48247105483708,322.3190193755904,33.76999328133624,235.4914770123316,ArdhaChandrasana_v15.jpeg
ArdhaChandrasana,164.5293327083222,187.12501634890182,81.18229257648709,116.56505117707799,171.0975191770135,183.90049374238188,180.0,185.56974339257425,296.565051177078,290.788994780765,133.44757752982756,328.89151899364833,ArdhaChandrasana_v16.jpeg
ArdhaChandrasana,169.18166054576315,183.91290540451962,81.88508069809345,106.93579735018763,187.5666862547952,183.09405805891714,179.41203658537077,165.87436289693431,289.9572428575559,300.3892938514591,126.38123829550784,328.35207163308513,ArdhaChandrasana_v17.jpeg
ArdhaChandrasana,168.84091170448562,188.13010235415598,81.96814294596187,100.88552705465874,179.90070065485648,178.79648419069497,173.08877288097534,170.81221796766695,276.89461395622897,325.01810929267526,122.7352262721076,314.6537407698559,ArdhaChandrasana_v18.jpeg
ArdhaChandrasana,190.704006749278,195.00131846047148,110.4031849024538,77.05349048436305,176.76523781272567,176.65015322925547,157.20807617123168,65.874108870743,196.0135471783134,316.8476102659946,29.753919911713915,237.6604918717603,ArdhaChandrasana_v19.jpeg
ArdhaChandrasana,169.5085229876684,192.46836914558418,125.29334759066026,77.73754471905788,186.49023272498235,183.01835128155108,171.90511324037277,54.571201646278126,193.0910832643453,277.6960517220166,32.64756396621338,240.7291864384605,ArdhaChandrasana_v2.jpeg
ArdhaChandrasana,182.12109639666144,176.05481377096245,88.75463573323165,119.40853129090918,179.42127443439222,180.9569211316412,187.75926106332793,160.7465957153894,289.60733147644265,304.278030940609,114.38484038422136,324.8513273428081,ArdhaChandrasana_v20.jpeg
ArdhaChandrasana,174.79487559500038,180.0,93.25345138292914,105.37745204060033,190.39550427208536,180.0,181.6032800646805,77.01897006566925,183.88790956083307,320.5817632706543,37.384044842087974,219.54110993860724,ArdhaChandrasana_v21.jpeg
ArdhaChandrasana,181.991075940167,182.20259816176582,114.73318799863884,73.17652784960254,180.0,182.88296345253954,170.8163444314044,59.82647997035567,181.936197387005,323.13010235415595,28.84266013541206,239.58294232948407,ArdhaChandrasana_v22.jpeg
ArdhaChandrasana,179.41176831153564,188.0428942335053,127.14535600197925,79.63227177907487,181.68468431789628,185.00391995224035,180.90096944228466,63.97422574541121,191.67486880975085,311.80498682788635,39.131788848697475,241.37650127956317,ArdhaChandrasana_v23.jpeg
ArdhaChandrasana,177.61405596961117,184.9255155193897,77.20634465712114,126.58765470957317,183.96926345671952,183.02323645535924,189.85556091681428,174.4623154115672,298.15374102574765,315.68341624956673,126.86989764584402,325.5915277479714,ArdhaChandrasana_v24.jpeg
ArdhaChandrasana,177.0839685752684,189.46232220802563,92.01966914672249,115.86635679409451,179.2151753970081,191.6430437179416,191.30993247402023,175.64302499415368,289.7508532278091,324.38551826004306,133.8021078368924,326.30993247402023,ArdhaChandrasana_v25.jpeg
ArdhaChandrasana,171.76340003705312,188.48432213497043,93.52203454664554,91.20063398152504,182.46811791382856,184.28915332881903,169.05500386171045,179.20427644726072,271.31018600770153,314.78621077012286,138.47671080280944,317.01205686541414,ArdhaChandrasana_v26.jpeg
ArdhaChandrasana,167.52489028779104,194.48976259388445,111.4311672762332,82.3061814221345,169.01934998982648,176.4712287806335,172.829256781706,72.13798987476149,171.2496167429399,328.9259887364479,35.04529313495819,211.04355561628824,ArdhaChandrasana_v27.jpeg
ArdhaChandrasana,165.75864125255222,188.53076560994813,77.80633316960312,106.67035803552695,178.35297133874124,185.72322726728675,177.8094261359618,159.07549825507886,293.2919712124787,319.73418875662765,113.88757081073456,332.4148560659122,ArdhaChandrasana_v28.jpeg
ArdhaChandrasana,167.40293662936728,182.38594403038883,87.45176817289932,116.56505117707799,182.02374383923416,191.59491286212986,192.84770485871766,174.11181585112803,292.275897848259,290.2785299915277,135.12592458738627,329.08357822620843,ArdhaChandrasana_v29.jpeg
ArdhaChandrasana,166.57528193219102,193.55945187053408,67.61554139088646,123.92073593557711,183.33273743041227,172.73888941889274,187.58037293812362,167.1920542879703,305.9334972601838,310.88777115528154,118.91764054813159,325.41401085942607,ArdhaChandrasana_v3.jpeg
